geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type
's-Gravenhage,Total,With Migration Background,Total,10% - 20%,c00_infant_mortality,3586,1.032,27,Total,10
's-Gravenhage,Total,With Migration Background,Total,20% - 30%,c00_infant_mortality,3586,0.892,33,Total,10
's-Gravenhage,Total,With Migration Background,Total,30% - 40%,c00_infant_mortality,3586,0.892,39,Total,10
's-Gravenhage,Total,With Migration Background,Total,40% - 50%,c00_infant_mortality,3586,0.781,47,Total,10
's-Gravenhage,Total,With Migration Background,Total,50% - 60%,c00_infant_mortality,3586,0.837,57,Total,10
's-Gravenhage,Total,With Migration Background,Total,60% - 70%,c00_infant_mortality,3584,0.725,69,Total,10
's-Gravenhage,Total,With Migration Background,Total,70% - 80%,c00_infant_mortality,3584,0.53,84,Total,10
's-Gravenhage,Total,With Migration Background,Total,80% - 90%,c00_infant_mortality,3584,0.474,108,Total,10
's-Gravenhage,Total,With Migration Background,Total,90% - 100%,c00_infant_mortality,3584,0.307,190,Total,10
Rotterdam,Total,Total,Total,0% - 10%,c00_infant_mortality,6558,0.991,18,Total,10
Rotterdam,Total,Total,Total,10% - 20%,c00_infant_mortality,6558,0.808,28,Total,10
Rotterdam,Total,Total,Total,20% - 30%,c00_infant_mortality,6557,0.824,35,Total,10
Rotterdam,Total,Total,Total,30% - 40%,c00_infant_mortality,6556,0.549,45,Total,10
Rotterdam,Total,Total,Total,40% - 50%,c00_infant_mortality,6556,0.747,56,Total,10
Rotterdam,Total,Total,Total,50% - 60%,c00_infant_mortality,6556,0.595,67,Total,10
Rotterdam,Total,Total,Total,60% - 70%,c00_infant_mortality,6556,0.763,80,Total,10
Rotterdam,Total,Total,Total,70% - 80%,c00_infant_mortality,6556,0.671,96,Total,10
Rotterdam,Total,Total,Total,80% - 90%,c00_infant_mortality,6556,0.625,119,Total,10
Rotterdam,Total,Total,Total,90% - 100%,c00_infant_mortality,6556,0.397,189,Total,10
Rotterdam,Total,Total,Two Parents,0% - 10%,c00_infant_mortality,5147,0.855,22,Total,10
Rotterdam,Total,Total,Two Parents,10% - 20%,c00_infant_mortality,5146,0.738,34,Total,10
Rotterdam,Total,Total,Two Parents,20% - 30%,c00_infant_mortality,5146,0.544,45,Total,10
Rotterdam,Total,Total,Two Parents,30% - 40%,c00_infant_mortality,5146,0.7,56,Total,10
Rotterdam,Total,Total,Two Parents,40% - 50%,c00_infant_mortality,5146,0.544,67,Total,10
Rotterdam,Total,Total,Two Parents,50% - 60%,c00_infant_mortality,5146,0.816,77,Total,10
Rotterdam,Total,Total,Two Parents,60% - 70%,c00_infant_mortality,5146,0.68,90,Total,10
Rotterdam,Total,Total,Two Parents,70% - 80%,c00_infant_mortality,5146,0.738,105,Total,10
Rotterdam,Total,Total,Two Parents,80% - 90%,c00_infant_mortality,5146,0.408,128,Total,10
Rotterdam,Total,Total,Two Parents,90% - 100%,c00_infant_mortality,5146,0.33,200,Total,10
Rotterdam,Total,With Migration Background,Total,0% - 10%,c00_infant_mortality,4296,0.908,16,Total,10
Rotterdam,Total,With Migration Background,Total,10% - 20%,c00_infant_mortality,4296,1.047,26,Total,10
Rotterdam,Total,With Migration Background,Total,20% - 30%,c00_infant_mortality,4296,0.861,30,Total,10
Rotterdam,Total,With Migration Background,Total,30% - 40%,c00_infant_mortality,4296,0.885,36,Total,10
Rotterdam,Total,With Migration Background,Total,40% - 50%,c00_infant_mortality,4296,0.535,45,Total,10
Rotterdam,Total,With Migration Background,Total,50% - 60%,c00_infant_mortality,4296,0.954,54,Total,10
Rotterdam,Total,With Migration Background,Total,60% - 70%,c00_infant_mortality,4296,0.628,65,Total,10
Rotterdam,Total,With Migration Background,Total,70% - 80%,c00_infant_mortality,4296,0.698,78,Total,10
Rotterdam,Total,With Migration Background,Total,80% - 90%,c00_infant_mortality,4296,0.815,97,Total,10
Rotterdam,Total,With Migration Background,Total,90% - 100%,c00_infant_mortality,4294,0.605,157,Total,10
Rotterdam,Total,With Migration Background,Two Parents,0% - 10%,c00_infant_mortality,3152,0.888,20,Total,10
Rotterdam,Total,With Migration Background,Two Parents,10% - 20%,c00_infant_mortality,3152,0.857,30,Total,10
Rotterdam,Total,With Migration Background,Two Parents,20% - 30%,c00_infant_mortality,3152,0.635,37,Total,10
Rotterdam,Total,With Migration Background,Two Parents,30% - 40%,c00_infant_mortality,3152,0.476,46,Total,10
Rotterdam,Total,With Migration Background,Two Parents,40% - 50%,c00_infant_mortality,3152,1.015,55,Total,10
Rotterdam,Total,With Migration Background,Two Parents,50% - 60%,c00_infant_mortality,3152,0.444,64,Total,10
Rotterdam,Total,With Migration Background,Two Parents,60% - 70%,c00_infant_mortality,3152,0.857,74,Total,10
Rotterdam,Total,With Migration Background,Two Parents,70% - 80%,c00_infant_mortality,3152,0.761,87,Total,10
Rotterdam,Total,With Migration Background,Two Parents,80% - 90%,c00_infant_mortality,3152,0.666,107,Total,10
Rotterdam,Total,With Migration Background,Two Parents,90% - 100%,c00_infant_mortality,3152,0.603,169,Total,10
Rotterdam,Men,Total,Total,0% - 10%,c00_infant_mortality,3376,1.155,18,Total,10
Rotterdam,Men,Total,Total,10% - 20%,c00_infant_mortality,3376,0.711,28,Total,10
Rotterdam,Men,Total,Total,20% - 30%,c00_infant_mortality,3376,0.859,35,Total,10
Rotterdam,Men,Total,Total,30% - 40%,c00_infant_mortality,3374,0.563,45,Total,10
Rotterdam,Men,Total,Total,40% - 50%,c00_infant_mortality,3374,0.771,56,Total,10
Rotterdam,Men,Total,Total,50% - 60%,c00_infant_mortality,3374,0.711,67,Total,10
Rotterdam,Men,Total,Total,60% - 70%,c00_infant_mortality,3374,0.593,80,Total,10
Rotterdam,Men,Total,Total,70% - 80%,c00_infant_mortality,3374,0.771,95,Total,10
Rotterdam,Men,Total,Total,80% - 90%,c00_infant_mortality,3374,0.593,118,Total,10
Rotterdam,Men,Total,Total,90% - 100%,c00_infant_mortality,3374,0.385,186,Total,10
Rotterdam,Women,Total,Total,0% - 10%,c00_infant_mortality,3182,0.817,18,Total,10
Rotterdam,Women,Total,Total,10% - 20%,c00_infant_mortality,3182,0.88,28,Total,10
Rotterdam,Women,Total,Total,20% - 30%,c00_infant_mortality,3182,0.786,35,Total,10
Rotterdam,Women,Total,Total,30% - 40%,c00_infant_mortality,3182,0.534,45,Total,10
Rotterdam,Women,Total,Total,40% - 50%,c00_infant_mortality,3182,0.754,56,Total,10
Rotterdam,Women,Total,Total,50% - 60%,c00_infant_mortality,3182,0.503,67,Total,10
Rotterdam,Women,Total,Total,60% - 70%,c00_infant_mortality,3182,0.88,80,Total,10
Rotterdam,Women,Total,Total,70% - 80%,c00_infant_mortality,3182,0.597,96,Total,10
Rotterdam,Women,Total,Total,80% - 90%,c00_infant_mortality,3182,0.66,119,Total,10
Rotterdam,Women,Total,Total,90% - 100%,c00_infant_mortality,3181,0.409,191,Total,10
The Netherlands,Total,Total,Total,0% - 10%,c00_infant_mortality,149622,0.928,25,Total,10
The Netherlands,Total,Total,Total,10% - 20%,c00_infant_mortality,149622,0.789,40,Total,10
The Netherlands,Total,Total,Total,20% - 30%,c00_infant_mortality,149622,0.668,53,Total,10
The Netherlands,Total,Total,Total,30% - 40%,c00_infant_mortality,149622,0.653,63,Total,10
The Netherlands,Total,Total,Total,40% - 50%,c00_infant_mortality,149622,0.611,72,Total,10
The Netherlands,Total,Total,Total,50% - 60%,c00_infant_mortality,149622,0.584,81,Total,10
The Netherlands,Total,Total,Total,60% - 70%,c00_infant_mortality,149622,0.533,92,Total,10
The Netherlands,Total,Total,Total,70% - 80%,c00_infant_mortality,149622,0.549,104,Total,10
The Netherlands,Total,Total,Total,80% - 90%,c00_infant_mortality,149621,0.515,124,Total,10
The Netherlands,Total,Total,Total,90% - 100%,c00_infant_mortality,149620,0.485,191,Total,10
The Netherlands,Total,Total,Single Parent,0% - 10%,c00_infant_mortality,12442,0.699,15,Total,10
The Netherlands,Total,Total,Single Parent,10% - 20%,c00_infant_mortality,12442,0.699,22,Total,10
The Netherlands,Total,Total,Single Parent,20% - 30%,c00_infant_mortality,12442,0.86,26,Total,10
The Netherlands,Total,Total,Single Parent,30% - 40%,c00_infant_mortality,12442,0.884,28,Total,10
The Netherlands,Total,Total,Single Parent,40% - 50%,c00_infant_mortality,12442,0.9,32,Total,10
The Netherlands,Total,Total,Single Parent,50% - 60%,c00_infant_mortality,12442,0.731,37,Total,10
The Netherlands,Total,Total,Single Parent,60% - 70%,c00_infant_mortality,12440,0.619,44,Total,10
The Netherlands,Total,Total,Single Parent,70% - 80%,c00_infant_mortality,12440,0.595,54,Total,10
The Netherlands,Total,Total,Single Parent,80% - 90%,c00_infant_mortality,12440,0.643,69,Total,10
The Netherlands,Total,Total,Single Parent,90% - 100%,c00_infant_mortality,12440,0.402,120,Total,10
The Netherlands,Total,Total,Two Parents,0% - 10%,c00_infant_mortality,136748,0.848,29,Total,10
The Netherlands,Total,Total,Two Parents,10% - 20%,c00_infant_mortality,136748,0.681,47,Total,10
The Netherlands,Total,Total,Two Parents,20% - 30%,c00_infant_mortality,136748,0.643,58,Total,10
The Netherlands,Total,Total,Two Parents,30% - 40%,c00_infant_mortality,136748,0.626,67,Total,10
The Netherlands,Total,Total,Two Parents,40% - 50%,c00_infant_mortality,136746,0.581,76,Total,10
The Netherlands,Total,Total,Two Parents,50% - 60%,c00_infant_mortality,136746,0.554,84,Total,10
The Netherlands,Total,Total,Two Parents,60% - 70%,c00_infant_mortality,136746,0.537,94,Total,10
The Netherlands,Total,Total,Two Parents,70% - 80%,c00_infant_mortality,136746,0.558,107,Total,10
The Netherlands,Total,Total,Two Parents,80% - 90%,c00_infant_mortality,136746,0.491,127,Total,10
The Netherlands,Total,Total,Two Parents,90% - 100%,c00_infant_mortality,136746,0.485,195,Total,10
