geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type
Groningen,Total,No Migration Background,Total,45% - 50%,c00_preterm_birth,629,7.79,80,Total,20
Groningen,Total,No Migration Background,Total,50% - 55%,c00_preterm_birth,629,4.769,85,Total,20
Groningen,Total,No Migration Background,Total,55% - 60%,c00_preterm_birth,629,6.518,90,Total,20
Groningen,Total,No Migration Background,Total,60% - 65%,c00_preterm_birth,629,6.041,96,Total,20
Groningen,Total,No Migration Background,Total,65% - 70%,c00_preterm_birth,629,5.882,101,Total,20
Groningen,Total,No Migration Background,Total,70% - 75%,c00_preterm_birth,629,6.677,108,Total,20
Groningen,Total,No Migration Background,Total,75% - 80%,c00_preterm_birth,629,6.518,115,Total,20
Groningen,Total,No Migration Background,Total,80% - 85%,c00_preterm_birth,629,6.359,124,Total,20
Groningen,Total,No Migration Background,Total,85% - 90%,c00_preterm_birth,628,5.096,135,Total,20
Groningen,Total,No Migration Background,Total,90% - 95%,c00_preterm_birth,628,6.529,153,Total,20
Groningen,Total,No Migration Background,Total,95% - 100%,c00_preterm_birth,628,4.936,224,Total,20
Groningen,Total,No Migration Background,Two Parents,0% - 5%,c00_preterm_birth,580,7.069,24,Total,20
Groningen,Total,No Migration Background,Two Parents,5% - 10%,c00_preterm_birth,580,8.276,37,Total,20
Groningen,Total,No Migration Background,Two Parents,10% - 15%,c00_preterm_birth,580,6.897,46,Total,20
Groningen,Total,No Migration Background,Two Parents,15% - 20%,c00_preterm_birth,580,6.034,53,Total,20
Groningen,Total,No Migration Background,Two Parents,20% - 25%,c00_preterm_birth,580,6.897,59,Total,20
Groningen,Total,No Migration Background,Two Parents,25% - 30%,c00_preterm_birth,579,5.527,64,Total,20
Groningen,Total,No Migration Background,Two Parents,30% - 35%,c00_preterm_birth,579,5.354,69,Total,20
Groningen,Total,No Migration Background,Two Parents,35% - 40%,c00_preterm_birth,579,5.181,73,Total,20
Groningen,Total,No Migration Background,Two Parents,40% - 45%,c00_preterm_birth,579,6.218,78,Total,20
Groningen,Total,No Migration Background,Two Parents,45% - 50%,c00_preterm_birth,579,6.218,83,Total,20
Groningen,Total,No Migration Background,Two Parents,50% - 55%,c00_preterm_birth,579,5.699,88,Total,20
Groningen,Total,No Migration Background,Two Parents,55% - 60%,c00_preterm_birth,579,5.872,93,Total,20
Groningen,Total,No Migration Background,Two Parents,60% - 65%,c00_preterm_birth,579,5.699,99,Total,20
Groningen,Total,No Migration Background,Two Parents,65% - 70%,c00_preterm_birth,579,6.736,104,Total,20
Groningen,Total,No Migration Background,Two Parents,70% - 75%,c00_preterm_birth,579,6.39,110,Total,20
Groningen,Total,No Migration Background,Two Parents,75% - 80%,c00_preterm_birth,579,6.045,118,Total,20
Groningen,Total,No Migration Background,Two Parents,80% - 85%,c00_preterm_birth,579,6.563,126,Total,20
Groningen,Total,No Migration Background,Two Parents,85% - 90%,c00_preterm_birth,579,5.699,137,Total,20
Groningen,Total,No Migration Background,Two Parents,90% - 95%,c00_preterm_birth,579,5.872,155,Total,20
Groningen,Total,No Migration Background,Two Parents,95% - 100%,c00_preterm_birth,579,5.181,227,Total,20
Groningen,Total,With Migration Background,Total,0% - 5%,c00_preterm_birth,346,6.647,15,Total,20
Groningen,Total,With Migration Background,Total,5% - 10%,c00_preterm_birth,346,5.491,22,Total,20
Groningen,Total,With Migration Background,Total,10% - 15%,c00_preterm_birth,345,8.406,26,Total,20
Groningen,Total,With Migration Background,Total,15% - 20%,c00_preterm_birth,345,7.536,28,Total,20
Groningen,Total,With Migration Background,Total,20% - 25%,c00_preterm_birth,345,6.957,30,Total,20
Groningen,Total,With Migration Background,Total,25% - 30%,c00_preterm_birth,345,6.957,34,Total,20
Groningen,Total,With Migration Background,Total,30% - 35%,c00_preterm_birth,345,8.696,38,Total,20
Groningen,Total,With Migration Background,Total,35% - 40%,c00_preterm_birth,345,6.087,43,Total,20
Groningen,Total,With Migration Background,Total,40% - 45%,c00_preterm_birth,345,5.507,48,Total,20
Groningen,Total,With Migration Background,Total,45% - 50%,c00_preterm_birth,345,5.507,53,Total,20
Groningen,Total,With Migration Background,Total,50% - 55%,c00_preterm_birth,345,6.667,59,Total,20
Groningen,Total,With Migration Background,Total,55% - 60%,c00_preterm_birth,345,7.246,65,Total,20
Groningen,Total,With Migration Background,Total,60% - 65%,c00_preterm_birth,345,6.667,71,Total,20
Groningen,Total,With Migration Background,Total,65% - 70%,c00_preterm_birth,345,7.246,77,Total,20
Groningen,Total,With Migration Background,Total,70% - 75%,c00_preterm_birth,345,9.855,85,Total,20
Groningen,Total,With Migration Background,Total,75% - 80%,c00_preterm_birth,345,6.087,93,Total,20
Groningen,Total,With Migration Background,Total,80% - 85%,c00_preterm_birth,345,8.406,103,Total,20
Groningen,Total,With Migration Background,Total,85% - 90%,c00_preterm_birth,345,8.986,118,Total,20
Groningen,Total,With Migration Background,Total,90% - 95%,c00_preterm_birth,345,6.087,141,Total,20
Groningen,Total,With Migration Background,Total,95% - 100%,c00_preterm_birth,345,5.797,215,Total,20
Groningen,Total,With Migration Background,Two Parents,0% - 5%,c00_preterm_birth,273,6.227,17,Total,20
Groningen,Total,With Migration Background,Two Parents,5% - 10%,c00_preterm_birth,273,7.692,26,Total,20
Groningen,Total,With Migration Background,Two Parents,10% - 15%,c00_preterm_birth,273,6.227,29,Total,20
Groningen,Total,With Migration Background,Two Parents,15% - 20%,c00_preterm_birth,273,7.692,33,Total,20
Groningen,Total,With Migration Background,Two Parents,20% - 25%,c00_preterm_birth,273,8.791,38,Total,20
Groningen,Total,With Migration Background,Two Parents,25% - 30%,c00_preterm_birth,273,6.227,43,Total,20
Groningen,Total,With Migration Background,Two Parents,30% - 35%,c00_preterm_birth,273,4.762,48,Total,20
Groningen,Total,With Migration Background,Two Parents,35% - 40%,c00_preterm_birth,273,6.227,53,Total,20
Groningen,Total,With Migration Background,Two Parents,40% - 45%,c00_preterm_birth,273,6.593,58,Total,20
Groningen,Total,With Migration Background,Two Parents,45% - 50%,c00_preterm_birth,273,5.128,64,Total,20
Groningen,Total,With Migration Background,Two Parents,50% - 55%,c00_preterm_birth,273,6.227,69,Total,20
Groningen,Total,With Migration Background,Two Parents,55% - 60%,c00_preterm_birth,273,7.692,74,Total,20
Groningen,Total,With Migration Background,Two Parents,60% - 65%,c00_preterm_birth,273,7.692,80,Total,20
Groningen,Total,With Migration Background,Two Parents,65% - 70%,c00_preterm_birth,273,9.158,86,Total,20
Groningen,Total,With Migration Background,Two Parents,70% - 75%,c00_preterm_birth,273,5.495,93,Total,20
Groningen,Total,With Migration Background,Two Parents,75% - 80%,c00_preterm_birth,273,7.326,101,Total,20
Groningen,Total,With Migration Background,Two Parents,80% - 85%,c00_preterm_birth,273,9.158,113,Total,20
Groningen,Total,With Migration Background,Two Parents,85% - 90%,c00_preterm_birth,272,5.882,128,Total,20
Groningen,Total,With Migration Background,Two Parents,90% - 95%,c00_preterm_birth,272,6.985,150,Total,20
Groningen,Total,With Migration Background,Two Parents,95% - 100%,c00_preterm_birth,272,6.618,228,Total,20
Groningen,Men,Total,Total,0% - 5%,c00_preterm_birth,497,7.847,18,Total,20
Groningen,Men,Total,Total,5% - 10%,c00_preterm_birth,497,10.463,26,Total,20
Groningen,Men,Total,Total,10% - 15%,c00_preterm_birth,497,6.439,30,Total,20
Groningen,Men,Total,Total,15% - 20%,c00_preterm_birth,497,9.054,35,Total,20
Groningen,Men,Total,Total,20% - 25%,c00_preterm_birth,497,8.652,42,Total,20
Groningen,Men,Total,Total,25% - 30%,c00_preterm_birth,497,5.835,48,Total,20
Groningen,Men,Total,Total,30% - 35%,c00_preterm_birth,497,7.243,54,Total,20
Groningen,Men,Total,Total,35% - 40%,c00_preterm_birth,496,6.452,60,Total,20
Groningen,Men,Total,Total,40% - 45%,c00_preterm_birth,496,7.863,66,Total,20
Groningen,Men,Total,Total,45% - 50%,c00_preterm_birth,496,4.234,71,Total,20
Groningen,Men,Total,Total,50% - 55%,c00_preterm_birth,496,6.25,76,Total,20
Groningen,Men,Total,Total,55% - 60%,c00_preterm_birth,496,8.669,82,Total,20
Groningen,Men,Total,Total,60% - 65%,c00_preterm_birth,496,5.645,88,Total,20
Groningen,Men,Total,Total,65% - 70%,c00_preterm_birth,496,7.661,94,Total,20
Groningen,Men,Total,Total,70% - 75%,c00_preterm_birth,496,7.258,102,Total,20
Groningen,Men,Total,Total,75% - 80%,c00_preterm_birth,496,6.653,110,Total,20
Groningen,Men,Total,Total,80% - 85%,c00_preterm_birth,496,5.242,119,Total,20
Groningen,Men,Total,Total,85% - 90%,c00_preterm_birth,496,6.452,131,Total,20
Groningen,Men,Total,Total,90% - 95%,c00_preterm_birth,496,7.46,151,Total,20
Groningen,Men,Total,Total,95% - 100%,c00_preterm_birth,496,5.645,224,Total,20
Groningen,Men,Total,Two Parents,0% - 5%,c00_preterm_birth,433,8.083,21,Total,20
Groningen,Men,Total,Two Parents,5% - 10%,c00_preterm_birth,433,6.236,30,Total,20
Groningen,Men,Total,Two Parents,10% - 15%,c00_preterm_birth,433,10.162,37,Total,20
Groningen,Men,Total,Two Parents,15% - 20%,c00_preterm_birth,433,5.543,45,Total,20
Groningen,Men,Total,Two Parents,20% - 25%,c00_preterm_birth,433,6.928,51,Total,20
Groningen,Men,Total,Two Parents,25% - 30%,c00_preterm_birth,433,6.928,57,Total,20
Groningen,Men,Total,Two Parents,30% - 35%,c00_preterm_birth,433,5.774,62,Total,20
Groningen,Men,Total,Two Parents,35% - 40%,c00_preterm_birth,433,6.697,67,Total,20
Groningen,Men,Total,Two Parents,40% - 45%,c00_preterm_birth,433,4.85,72,Total,20
Groningen,Men,Total,Two Parents,45% - 50%,c00_preterm_birth,433,6.236,77,Total,20
Groningen,Men,Total,Two Parents,50% - 55%,c00_preterm_birth,433,8.314,83,Total,20
Groningen,Men,Total,Two Parents,55% - 60%,c00_preterm_birth,433,6.236,88,Total,20
Groningen,Men,Total,Two Parents,60% - 65%,c00_preterm_birth,433,7.39,93,Total,20
Groningen,Men,Total,Two Parents,65% - 70%,c00_preterm_birth,433,5.081,100,Total,20
Groningen,Men,Total,Two Parents,70% - 75%,c00_preterm_birth,432,9.028,107,Total,20
Groningen,Men,Total,Two Parents,75% - 80%,c00_preterm_birth,432,4.861,115,Total,20
Groningen,Men,Total,Two Parents,80% - 85%,c00_preterm_birth,432,7.176,124,Total,20
Groningen,Men,Total,Two Parents,85% - 90%,c00_preterm_birth,432,5.093,136,Total,20
Groningen,Men,Total,Two Parents,90% - 95%,c00_preterm_birth,432,7.176,156,Total,20
Groningen,Men,Total,Two Parents,95% - 100%,c00_preterm_birth,432,6.25,232,Total,20
Groningen,Men,No Migration Background,Total,0% - 5%,c00_preterm_birth,323,10.526,21,Total,20
Groningen,Men,No Migration Background,Total,5% - 10%,c00_preterm_birth,323,6.192,31,Total,20
Groningen,Men,No Migration Background,Total,10% - 15%,c00_preterm_birth,323,10.836,39,Total,20
Groningen,Men,No Migration Background,Total,15% - 20%,c00_preterm_birth,323,5.882,47,Total,20
Groningen,Men,No Migration Background,Total,20% - 25%,c00_preterm_birth,323,7.43,54,Total,20
Groningen,Men,No Migration Background,Total,25% - 30%,c00_preterm_birth,323,6.192,59,Total,20
Groningen,Men,No Migration Background,Total,30% - 35%,c00_preterm_birth,323,5.263,65,Total,20
Groningen,Men,No Migration Background,Total,35% - 40%,c00_preterm_birth,323,6.502,70,Total,20
Groningen,Men,No Migration Background,Total,40% - 45%,c00_preterm_birth,323,4.334,75,Total,20
Groningen,Men,No Migration Background,Total,45% - 50%,c00_preterm_birth,323,8.359,80,Total,20
Groningen,Men,No Migration Background,Total,50% - 55%,c00_preterm_birth,323,5.573,85,Total,20
Groningen,Men,No Migration Background,Total,55% - 60%,c00_preterm_birth,323,7.43,90,Total,20
Groningen,Men,No Migration Background,Total,60% - 65%,c00_preterm_birth,323,7.74,96,Total,20
Groningen,Men,No Migration Background,Total,65% - 70%,c00_preterm_birth,323,7.121,102,Total,20
Groningen,Men,No Migration Background,Total,70% - 75%,c00_preterm_birth,323,6.811,109,Total,20
Groningen,Men,No Migration Background,Total,75% - 80%,c00_preterm_birth,323,5.573,116,Total,20
Groningen,Men,No Migration Background,Total,80% - 85%,c00_preterm_birth,323,7.121,125,Total,20
Groningen,Men,No Migration Background,Total,85% - 90%,c00_preterm_birth,323,5.573,136,Total,20
Groningen,Men,No Migration Background,Total,90% - 95%,c00_preterm_birth,322,6.211,155,Total,20
Groningen,Men,No Migration Background,Total,95% - 100%,c00_preterm_birth,322,5.901,226,Total,20
Groningen,Men,No Migration Background,Two Parents,0% - 5%,c00_preterm_birth,298,7.718,24,Total,20
Groningen,Men,No Migration Background,Two Parents,5% - 10%,c00_preterm_birth,298,8.725,37,Total,20
Groningen,Men,No Migration Background,Two Parents,10% - 15%,c00_preterm_birth,298,5.369,46,Total,20
Groningen,Men,No Migration Background,Two Parents,15% - 20%,c00_preterm_birth,298,6.711,53,Total,20
Groningen,Men,No Migration Background,Two Parents,20% - 25%,c00_preterm_birth,298,6.376,59,Total,20
Groningen,Men,No Migration Background,Two Parents,25% - 30%,c00_preterm_birth,298,6.04,64,Total,20
Groningen,Men,No Migration Background,Two Parents,30% - 35%,c00_preterm_birth,297,7.071,69,Total,20
Groningen,Men,No Migration Background,Two Parents,35% - 40%,c00_preterm_birth,297,3.367,74,Total,20
Groningen,Men,No Migration Background,Two Parents,40% - 45%,c00_preterm_birth,297,7.407,79,Total,20
Groningen,Men,No Migration Background,Two Parents,45% - 50%,c00_preterm_birth,297,7.407,84,Total,20
Groningen,Men,No Migration Background,Two Parents,50% - 55%,c00_preterm_birth,297,5.724,88,Total,20
Groningen,Men,No Migration Background,Two Parents,55% - 60%,c00_preterm_birth,297,7.744,93,Total,20
Groningen,Men,No Migration Background,Two Parents,60% - 65%,c00_preterm_birth,297,6.397,99,Total,20
Groningen,Men,No Migration Background,Two Parents,65% - 70%,c00_preterm_birth,297,7.407,105,Total,20
Groningen,Men,No Migration Background,Two Parents,70% - 75%,c00_preterm_birth,297,6.061,112,Total,20
Groningen,Men,No Migration Background,Two Parents,75% - 80%,c00_preterm_birth,297,5.387,119,Total,20
Groningen,Men,No Migration Background,Two Parents,80% - 85%,c00_preterm_birth,297,6.734,127,Total,20
Groningen,Men,No Migration Background,Two Parents,85% - 90%,c00_preterm_birth,297,7.071,138,Total,20
Groningen,Men,No Migration Background,Two Parents,90% - 95%,c00_preterm_birth,297,6.061,158,Total,20
Groningen,Men,No Migration Background,Two Parents,95% - 100%,c00_preterm_birth,297,6.061,230,Total,20
Groningen,Women,Total,Total,0% - 5%,c00_preterm_birth,478,5.649,18,Total,20
Groningen,Women,Total,Total,5% - 10%,c00_preterm_birth,478,5.23,26,Total,20
Groningen,Women,Total,Total,10% - 15%,c00_preterm_birth,478,7.113,31,Total,20
Groningen,Women,Total,Total,15% - 20%,c00_preterm_birth,478,6.067,36,Total,20
Groningen,Women,Total,Total,20% - 25%,c00_preterm_birth,478,7.113,43,Total,20
Groningen,Women,Total,Total,25% - 30%,c00_preterm_birth,478,6.485,49,Total,20
Groningen,Women,Total,Total,30% - 35%,c00_preterm_birth,478,6.695,55,Total,20
Groningen,Women,Total,Total,35% - 40%,c00_preterm_birth,478,6.276,61,Total,20
Groningen,Women,Total,Total,40% - 45%,c00_preterm_birth,478,6.276,66,Total,20
Groningen,Women,Total,Total,45% - 50%,c00_preterm_birth,478,5.649,71,Total,20
Groningen,Women,Total,Total,50% - 55%,c00_preterm_birth,478,5.439,77,Total,20
Groningen,Women,Total,Total,55% - 60%,c00_preterm_birth,478,6.904,82,Total,20
Groningen,Women,Total,Total,60% - 65%,c00_preterm_birth,477,5.66,88,Total,20
Groningen,Women,Total,Total,65% - 70%,c00_preterm_birth,477,5.241,94,Total,20
Groningen,Women,Total,Total,70% - 75%,c00_preterm_birth,477,5.451,101,Total,20
Groningen,Women,Total,Total,75% - 80%,c00_preterm_birth,477,7.547,108,Total,20
Groningen,Women,Total,Total,80% - 85%,c00_preterm_birth,477,7.966,118,Total,20
Groningen,Women,Total,Total,85% - 90%,c00_preterm_birth,477,5.031,130,Total,20
Groningen,Women,Total,Total,90% - 95%,c00_preterm_birth,477,6.08,148,Total,20
Groningen,Women,Total,Total,95% - 100%,c00_preterm_birth,477,5.031,217,Total,20
Groningen,Women,Total,Two Parents,0% - 5%,c00_preterm_birth,420,5.238,21,Total,20
Groningen,Women,Total,Two Parents,5% - 10%,c00_preterm_birth,420,7.857,31,Total,20
Groningen,Women,Total,Two Parents,10% - 15%,c00_preterm_birth,420,6.905,38,Total,20
Groningen,Women,Total,Two Parents,15% - 20%,c00_preterm_birth,420,8.333,45,Total,20
Groningen,Women,Total,Two Parents,20% - 25%,c00_preterm_birth,420,3.81,52,Total,20
Groningen,Women,Total,Two Parents,25% - 30%,c00_preterm_birth,420,7.381,58,Total,20
Groningen,Women,Total,Two Parents,30% - 35%,c00_preterm_birth,420,5.714,63,Total,20
Groningen,Women,Total,Two Parents,35% - 40%,c00_preterm_birth,420,5,68,Total,20
Groningen,Women,Total,Two Parents,40% - 45%,c00_preterm_birth,419,5.967,72,Total,20
Groningen,Women,Total,Two Parents,45% - 50%,c00_preterm_birth,419,5.251,77,Total,20
Groningen,Women,Total,Two Parents,50% - 55%,c00_preterm_birth,419,6.683,82,Total,20
Groningen,Women,Total,Two Parents,55% - 60%,c00_preterm_birth,419,6.205,87,Total,20
Groningen,Women,Total,Two Parents,60% - 65%,c00_preterm_birth,419,4.773,93,Total,20
Groningen,Women,Total,Two Parents,65% - 70%,c00_preterm_birth,419,5.012,99,Total,20
Groningen,Women,Total,Two Parents,70% - 75%,c00_preterm_birth,419,6.683,105,Total,20
Groningen,Women,Total,Two Parents,75% - 80%,c00_preterm_birth,419,7.637,113,Total,20
Groningen,Women,Total,Two Parents,80% - 85%,c00_preterm_birth,419,7.876,122,Total,20
Groningen,Women,Total,Two Parents,85% - 90%,c00_preterm_birth,419,5.012,134,Total,20
Groningen,Women,Total,Two Parents,90% - 95%,c00_preterm_birth,419,5.489,152,Total,20
Groningen,Women,Total,Two Parents,95% - 100%,c00_preterm_birth,419,5.012,222,Total,20
Groningen,Women,No Migration Background,Two Parents,0% - 5%,c00_preterm_birth,282,6.383,24,Total,20
Groningen,Women,No Migration Background,Two Parents,5% - 10%,c00_preterm_birth,282,7.801,36,Total,20
Groningen,Women,No Migration Background,Two Parents,10% - 15%,c00_preterm_birth,282,8.511,45,Total,20
Groningen,Women,No Migration Background,Two Parents,15% - 20%,c00_preterm_birth,282,5.319,53,Total,20
Groningen,Women,No Migration Background,Two Parents,20% - 25%,c00_preterm_birth,282,7.801,59,Total,20
Groningen,Women,No Migration Background,Two Parents,25% - 30%,c00_preterm_birth,282,4.965,64,Total,20
Groningen,Women,No Migration Background,Two Parents,30% - 35%,c00_preterm_birth,282,3.901,69,Total,20
Groningen,Women,No Migration Background,Two Parents,35% - 40%,c00_preterm_birth,282,5.674,73,Total,20
Groningen,Women,No Migration Background,Two Parents,40% - 45%,c00_preterm_birth,282,5.674,78,Total,20
Groningen,Women,No Migration Background,Two Parents,45% - 50%,c00_preterm_birth,282,5.674,83,Total,20
Groningen,Women,No Migration Background,Two Parents,50% - 55%,c00_preterm_birth,282,5.319,87,Total,20
Groningen,Women,No Migration Background,Two Parents,55% - 60%,c00_preterm_birth,282,5.319,93,Total,20
Groningen,Women,No Migration Background,Two Parents,60% - 65%,c00_preterm_birth,282,4.61,98,Total,20
Groningen,Women,No Migration Background,Two Parents,65% - 70%,c00_preterm_birth,282,5.319,103,Total,20
Groningen,Women,No Migration Background,Two Parents,70% - 75%,c00_preterm_birth,282,5.319,109,Total,20
Groningen,Women,No Migration Background,Two Parents,75% - 80%,c00_preterm_birth,282,6.383,116,Total,20
Groningen,Women,No Migration Background,Two Parents,80% - 85%,c00_preterm_birth,282,6.738,125,Total,20
Groningen,Women,No Migration Background,Two Parents,85% - 90%,c00_preterm_birth,282,4.965,136,Total,20
Groningen,Women,No Migration Background,Two Parents,90% - 95%,c00_preterm_birth,282,6.028,153,Total,20
Groningen,Women,No Migration Background,Two Parents,95% - 100%,c00_preterm_birth,281,3.915,224,Total,20
Almere,Total,Total,Total,0% - 5%,c00_preterm_birth,1062,9.699,17,Total,20
Almere,Total,Total,Total,5% - 10%,c00_preterm_birth,1062,9.228,27,Total,20
Almere,Total,Total,Total,10% - 15%,c00_preterm_birth,1062,7.815,31,Total,20
Almere,Total,Total,Total,15% - 20%,c00_preterm_birth,1062,9.699,37,Total,20
Almere,Total,Total,Total,20% - 25%,c00_preterm_birth,1062,8.098,43,Total,20
Almere,Total,Total,Total,25% - 30%,c00_preterm_birth,1062,7.815,49,Total,20
Almere,Total,Total,Total,30% - 35%,c00_preterm_birth,1062,7.156,55,Total,20
Almere,Total,Total,Total,35% - 40%,c00_preterm_birth,1062,7.721,60,Total,20
Almere,Total,Total,Total,40% - 45%,c00_preterm_birth,1062,6.309,64,Total,20
Almere,Total,Total,Total,45% - 50%,c00_preterm_birth,1062,6.215,69,Total,20
Almere,Total,Total,Total,50% - 55%,c00_preterm_birth,1062,9.228,73,Total,20
Almere,Total,Total,Total,55% - 60%,c00_preterm_birth,1062,5.838,78,Total,20
Almere,Total,Total,Total,60% - 65%,c00_preterm_birth,1062,7.815,82,Total,20
Almere,Total,Total,Total,65% - 70%,c00_preterm_birth,1062,6.403,87,Total,20
Almere,Total,Total,Total,70% - 75%,c00_preterm_birth,1062,9.134,93,Total,20
Almere,Total,Total,Total,75% - 80%,c00_preterm_birth,1062,7.91,99,Total,20
Almere,Total,Total,Total,80% - 85%,c00_preterm_birth,1062,7.815,107,Total,20
Almere,Total,Total,Total,85% - 90%,c00_preterm_birth,1062,8.098,117,Total,20
Almere,Total,Total,Total,90% - 95%,c00_preterm_birth,1062,6.874,133,Total,20
Almere,Total,Total,Total,95% - 100%,c00_preterm_birth,1061,8.106,186,Total,20
Almere,Total,Total,Two Parents,0% - 5%,c00_preterm_birth,888,8.671,22,Total,20
Almere,Total,Total,Two Parents,5% - 10%,c00_preterm_birth,888,7.77,33,Total,20
Almere,Total,Total,Two Parents,10% - 15%,c00_preterm_birth,888,9.122,41,Total,20
Almere,Total,Total,Two Parents,15% - 20%,c00_preterm_birth,888,6.757,47,Total,20
Almere,Total,Total,Two Parents,20% - 25%,c00_preterm_birth,887,6.539,53,Total,20
Almere,Total,Total,Two Parents,25% - 30%,c00_preterm_birth,887,8.343,58,Total,20
Almere,Total,Total,Two Parents,30% - 35%,c00_preterm_birth,887,7.103,63,Total,20
Almere,Total,Total,Two Parents,35% - 40%,c00_preterm_birth,887,5.299,67,Total,20
Almere,Total,Total,Two Parents,40% - 45%,c00_preterm_birth,887,7.554,71,Total,20
Almere,Total,Total,Two Parents,45% - 50%,c00_preterm_birth,887,7.103,75,Total,20
Almere,Total,Total,Two Parents,50% - 55%,c00_preterm_birth,887,7.215,79,Total,20
Almere,Total,Total,Two Parents,55% - 60%,c00_preterm_birth,887,7.666,83,Total,20
