geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type
Groningen,Men,Total,Two Parents,20% - 40%,c00_infant_mortality,1742,0.804,59,Total,5
Groningen,Men,Total,Two Parents,40% - 60%,c00_infant_mortality,1740,0.92,80,Total,5
Groningen,Men,Total,Two Parents,60% - 80%,c00_infant_mortality,1740,0.632,104,Total,5
Groningen,Men,Total,Two Parents,80% - 100%,c00_infant_mortality,1740,0.632,162,Total,5
Groningen,Women,Total,Total,0% - 20%,c00_infant_mortality,1924,1.04,28,Total,5
Groningen,Women,Total,Total,20% - 40%,c00_infant_mortality,1924,0.832,52,Total,5
Groningen,Women,Total,Total,40% - 60%,c00_infant_mortality,1924,0.78,74,Total,5
Groningen,Women,Total,Total,60% - 80%,c00_infant_mortality,1924,0.52,98,Total,5
Groningen,Women,Total,Total,80% - 100%,c00_infant_mortality,1920,0.729,153,Total,5
Groningen,Women,Total,Two Parents,0% - 20%,c00_infant_mortality,1692,1.241,34,Total,5
Groningen,Women,Total,Two Parents,20% - 40%,c00_infant_mortality,1690,0.71,60,Total,5
Groningen,Women,Total,Two Parents,40% - 60%,c00_infant_mortality,1688,0.652,80,Total,5
Groningen,Women,Total,Two Parents,60% - 80%,c00_infant_mortality,1688,0.652,102,Total,5
Groningen,Women,Total,Two Parents,80% - 100%,c00_infant_mortality,1688,0.652,158,Total,5
Almere,Total,Total,Total,0% - 20%,c00_infant_mortality,4272,0.562,28,Total,5
Almere,Total,Total,Total,20% - 40%,c00_infant_mortality,4272,0.796,52,Total,5
Almere,Total,Total,Total,40% - 60%,c00_infant_mortality,4272,0.726,71,Total,5
Almere,Total,Total,Total,60% - 80%,c00_infant_mortality,4268,0.843,90,Total,5
Almere,Total,Total,Total,80% - 100%,c00_infant_mortality,4268,0.445,136,Total,5
Almere,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,3568,0.476,35,Total,5
Almere,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,3568,0.925,60,Total,5
Almere,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,3568,0.701,77,Total,5
Almere,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,3567,0.869,95,Total,5
Almere,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,3564,0.393,140,Total,5
Almere,Total,With Migration Background,Total,0% - 20%,c00_infant_mortality,2404,0.582,24,Total,5
Almere,Total,With Migration Background,Total,20% - 40%,c00_infant_mortality,2404,0.707,42,Total,5
Almere,Total,With Migration Background,Total,40% - 60%,c00_infant_mortality,2404,0.915,62,Total,5
Almere,Total,With Migration Background,Total,60% - 80%,c00_infant_mortality,2404,0.624,82,Total,5
Almere,Total,With Migration Background,Total,80% - 100%,c00_infant_mortality,2400,0.458,127,Total,5
Leeuwarden,Total,Total,Total,0% - 20%,c00_infant_mortality,2220,0.991,27,Total,5
Leeuwarden,Total,Total,Total,20% - 40%,c00_infant_mortality,2220,1.081,48,Total,5
Leeuwarden,Total,Total,Total,40% - 60%,c00_infant_mortality,2220,0.901,66,Total,5
Leeuwarden,Total,Total,Total,60% - 80%,c00_infant_mortality,2220,0.495,85,Total,5
Leeuwarden,Total,Total,Total,80% - 100%,c00_infant_mortality,2218,0.902,127,Total,5
Enschede,Total,Total,Total,0% - 20%,c00_infant_mortality,2792,1.039,27,Total,5
Enschede,Total,Total,Total,20% - 40%,c00_infant_mortality,2792,0.716,47,Total,5
Enschede,Total,Total,Total,40% - 60%,c00_infant_mortality,2792,0.466,64,Total,5
Enschede,Total,Total,Total,60% - 80%,c00_infant_mortality,2790,0.43,83,Total,5
Enschede,Total,Total,Total,80% - 100%,c00_infant_mortality,2788,0.61,127,Total,5
Zwolle,Total,Total,Total,0% - 20%,c00_infant_mortality,2840,0.915,33,Total,5
Zwolle,Total,Total,Total,20% - 40%,c00_infant_mortality,2840,0.704,60,Total,5
Zwolle,Total,Total,Total,40% - 60%,c00_infant_mortality,2836,0.599,78,Total,5
Zwolle,Total,Total,Total,60% - 80%,c00_infant_mortality,2836,0.564,97,Total,5
Zwolle,Total,Total,Total,80% - 100%,c00_infant_mortality,2836,0.494,144,Total,5
Zwolle,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,2644,0.794,38,Total,5
Zwolle,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,2644,0.53,64,Total,5
Zwolle,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,2644,0.53,81,Total,5
Zwolle,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,2643,0.605,99,Total,5
Zwolle,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,2640,0.492,146,Total,5
Apeldoorn,Total,Total,Total,0% - 20%,c00_infant_mortality,2660,0.977,35,Total,5
Apeldoorn,Total,Total,Total,20% - 40%,c00_infant_mortality,2660,0.489,60,Total,5
Apeldoorn,Total,Total,Total,40% - 60%,c00_infant_mortality,2660,0.865,77,Total,5
Apeldoorn,Total,Total,Total,60% - 80%,c00_infant_mortality,2658,0.564,96,Total,5
Apeldoorn,Total,Total,Total,80% - 100%,c00_infant_mortality,2656,0.866,146,Total,5
Apeldoorn,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,2476,0.969,40,Total,5
Apeldoorn,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,2472,0.485,63,Total,5
Apeldoorn,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,2472,0.89,79,Total,5
Apeldoorn,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,2472,0.566,98,Total,5
Apeldoorn,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,2472,0.93,148,Total,5
Nijmegen,Total,Total,Total,0% - 20%,c00_infant_mortality,3020,0.96,31,Total,5
Nijmegen,Total,Total,Total,20% - 40%,c00_infant_mortality,3020,0.53,58,Total,5
Nijmegen,Total,Total,Total,40% - 60%,c00_infant_mortality,3020,0.563,79,Total,5
Nijmegen,Total,Total,Total,60% - 80%,c00_infant_mortality,3020,0.53,103,Total,5
Nijmegen,Total,Total,Total,80% - 100%,c00_infant_mortality,3020,0.464,158,Total,5
Nijmegen,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,2717,0.699,37,Total,5
Nijmegen,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,2716,0.626,64,Total,5
Nijmegen,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,2716,0.626,84,Total,5
Nijmegen,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,2716,0.479,106,Total,5
Nijmegen,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,2716,0.442,162,Total,5
Amersfoort,Total,Total,Total,0% - 20%,c00_infant_mortality,3384,0.768,37,Total,5
Amersfoort,Total,Total,Total,20% - 40%,c00_infant_mortality,3384,0.68,66,Total,5
Amersfoort,Total,Total,Total,40% - 60%,c00_infant_mortality,3383,0.473,86,Total,5
Amersfoort,Total,Total,Total,60% - 80%,c00_infant_mortality,3380,0.444,107,Total,5
Amersfoort,Total,Total,Total,80% - 100%,c00_infant_mortality,3380,0.325,163,Total,5
Amersfoort,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,3168,0.884,42,Total,5
Amersfoort,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,3168,0.537,69,Total,5
Amersfoort,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,3168,0.505,88,Total,5
Amersfoort,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,3164,0.442,110,Total,5
Amersfoort,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,3164,0.348,165,Total,5
Utrecht,Total,Total,Total,0% - 20%,c00_infant_mortality,8436,0.699,35,Total,5
Utrecht,Total,Total,Total,20% - 40%,c00_infant_mortality,8436,0.652,67,Total,5
Utrecht,Total,Total,Total,40% - 60%,c00_infant_mortality,8433,0.569,93,Total,5
Utrecht,Total,Total,Total,60% - 80%,c00_infant_mortality,8432,0.7,122,Total,5
Utrecht,Total,Total,Total,80% - 100%,c00_infant_mortality,8432,0.439,188,Total,5
Utrecht,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,7792,0.706,40,Total,5
Utrecht,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,7789,0.629,72,Total,5
Utrecht,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,7788,0.603,98,Total,5
Utrecht,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,7788,0.668,126,Total,5
Utrecht,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,7788,0.437,191,Total,5
Utrecht,Total,No Migration Background,Total,0% - 20%,c00_infant_mortality,4964,0.584,51,Total,5
Utrecht,Total,No Migration Background,Total,20% - 40%,c00_infant_mortality,4964,0.544,85,Total,5
Utrecht,Total,No Migration Background,Total,40% - 60%,c00_infant_mortality,4964,0.725,109,Total,5
Utrecht,Total,No Migration Background,Total,60% - 80%,c00_infant_mortality,4960,0.504,135,Total,5
Utrecht,Total,No Migration Background,Total,80% - 100%,c00_infant_mortality,4960,0.403,201,Total,5
Utrecht,Total,No Migration Background,Two Parents,0% - 20%,c00_infant_mortality,4692,0.533,56,Total,5
Utrecht,Total,No Migration Background,Two Parents,20% - 40%,c00_infant_mortality,4692,0.533,88,Total,5
Utrecht,Total,No Migration Background,Two Parents,40% - 60%,c00_infant_mortality,4692,0.703,111,Total,5
Utrecht,Total,No Migration Background,Two Parents,60% - 80%,c00_infant_mortality,4691,0.469,137,Total,5
Utrecht,Total,No Migration Background,Two Parents,80% - 100%,c00_infant_mortality,4688,0.427,203,Total,5
Utrecht,Total,With Migration Background,Total,0% - 20%,c00_infant_mortality,3472,0.893,27,Total,5
Utrecht,Total,With Migration Background,Total,20% - 40%,c00_infant_mortality,3472,0.576,47,Total,5
Utrecht,Total,With Migration Background,Total,40% - 60%,c00_infant_mortality,3472,0.634,68,Total,5
Utrecht,Total,With Migration Background,Total,60% - 80%,c00_infant_mortality,3472,0.72,96,Total,5
Utrecht,Total,With Migration Background,Total,80% - 100%,c00_infant_mortality,3469,0.663,160,Total,5
Utrecht,Total,With Migration Background,Two Parents,0% - 20%,c00_infant_mortality,3100,0.903,30,Total,5
Utrecht,Total,With Migration Background,Two Parents,20% - 40%,c00_infant_mortality,3100,0.516,52,Total,5
Utrecht,Total,With Migration Background,Two Parents,40% - 60%,c00_infant_mortality,3098,0.742,73,Total,5
Utrecht,Total,With Migration Background,Two Parents,60% - 80%,c00_infant_mortality,3096,0.84,101,Total,5
Utrecht,Total,With Migration Background,Two Parents,80% - 100%,c00_infant_mortality,3096,0.614,165,Total,5
Utrecht,Men,Total,Total,0% - 20%,c00_infant_mortality,4312,0.696,35,Total,5
Utrecht,Men,Total,Total,20% - 40%,c00_infant_mortality,4312,0.719,67,Total,5
Utrecht,Men,Total,Total,40% - 60%,c00_infant_mortality,4312,0.417,94,Total,5
Utrecht,Men,Total,Total,60% - 80%,c00_infant_mortality,4312,0.464,123,Total,5
Utrecht,Men,Total,Total,80% - 100%,c00_infant_mortality,4312,0.441,189,Total,5
Utrecht,Men,Total,Two Parents,0% - 20%,c00_infant_mortality,3988,0.777,40,Total,5
Utrecht,Men,Total,Two Parents,20% - 40%,c00_infant_mortality,3987,0.702,72,Total,5
Utrecht,Men,Total,Two Parents,40% - 60%,c00_infant_mortality,3984,0.427,98,Total,5
Utrecht,Men,Total,Two Parents,60% - 80%,c00_infant_mortality,3984,0.477,126,Total,5
Utrecht,Men,Total,Two Parents,80% - 100%,c00_infant_mortality,3984,0.452,192,Total,5
Utrecht,Women,Total,Total,0% - 20%,c00_infant_mortality,4124,0.703,35,Total,5
Utrecht,Women,Total,Total,20% - 40%,c00_infant_mortality,4124,0.582,66,Total,5
Utrecht,Women,Total,Total,40% - 60%,c00_infant_mortality,4121,0.752,93,Total,5
Utrecht,Women,Total,Total,60% - 80%,c00_infant_mortality,4120,0.922,122,Total,5
Utrecht,Women,Total,Total,80% - 100%,c00_infant_mortality,4120,0.437,187,Total,5
Utrecht,Women,Total,Two Parents,0% - 20%,c00_infant_mortality,3804,0.631,40,Total,5
Utrecht,Women,Total,Two Parents,20% - 40%,c00_infant_mortality,3804,0.552,72,Total,5
Utrecht,Women,Total,Two Parents,40% - 60%,c00_infant_mortality,3804,0.789,97,Total,5
Utrecht,Women,Total,Two Parents,60% - 80%,c00_infant_mortality,3804,0.868,125,Total,5
Utrecht,Women,Total,Two Parents,80% - 100%,c00_infant_mortality,3802,0.421,190,Total,5
Utrecht,Women,No Migration Background,Total,0% - 20%,c00_infant_mortality,2424,0.66,51,Total,5
Utrecht,Women,No Migration Background,Total,20% - 40%,c00_infant_mortality,2424,0.578,85,Total,5
Utrecht,Women,No Migration Background,Total,40% - 60%,c00_infant_mortality,2424,0.825,108,Total,5
Utrecht,Women,No Migration Background,Total,60% - 80%,c00_infant_mortality,2423,0.743,134,Total,5
Utrecht,Women,No Migration Background,Total,80% - 100%,c00_infant_mortality,2420,0.455,199,Total,5
Alkmaar,Total,Total,Total,0% - 20%,c00_infant_mortality,2040,1.029,34,Total,5
Alkmaar,Total,Total,Total,20% - 40%,c00_infant_mortality,2040,0.637,61,Total,5
Alkmaar,Total,Total,Total,40% - 60%,c00_infant_mortality,2040,0.539,79,Total,5
Alkmaar,Total,Total,Total,60% - 80%,c00_infant_mortality,2036,0.589,98,Total,5
Alkmaar,Total,Total,Total,80% - 100%,c00_infant_mortality,2036,0.639,147,Total,5
Amsterdam,Total,Total,Total,0% - 20%,c00_infant_mortality,18651,1.169,27,Total,5
Amsterdam,Total,Total,Total,20% - 40%,c00_infant_mortality,18648,0.81,49,Total,5
Amsterdam,Total,Total,Total,40% - 60%,c00_infant_mortality,18648,0.783,75,Total,5
Amsterdam,Total,Total,Total,60% - 80%,c00_infant_mortality,18648,0.547,109,Total,5
Amsterdam,Total,Total,Total,80% - 100%,c00_infant_mortality,18648,0.483,208,Total,5
Amsterdam,Total,Total,Single Parent,0% - 20%,c00_infant_mortality,3371,0.92,19,Total,5
Amsterdam,Total,Total,Single Parent,20% - 40%,c00_infant_mortality,3368,1.069,29,Total,5
Amsterdam,Total,Total,Single Parent,40% - 60%,c00_infant_mortality,3368,0.98,39,Total,5
Amsterdam,Total,Total,Single Parent,60% - 80%,c00_infant_mortality,3368,0.713,57,Total,5
Amsterdam,Total,Total,Single Parent,80% - 100%,c00_infant_mortality,3368,0.594,119,Total,5
Amsterdam,Total,Total,Two Parents,0% - 20%,c00_infant_mortality,15211,1.019,32,Total,5
Amsterdam,Total,Total,Two Parents,20% - 40%,c00_infant_mortality,15208,0.809,58,Total,5
Amsterdam,Total,Total,Two Parents,40% - 60%,c00_infant_mortality,15208,0.612,85,Total,5
Amsterdam,Total,Total,Two Parents,60% - 80%,c00_infant_mortality,15208,0.5,119,Total,5
Amsterdam,Total,Total,Two Parents,80% - 100%,c00_infant_mortality,15208,0.48,220,Total,5
Amsterdam,Total,No Migration Background,Total,0% - 20%,c00_infant_mortality,6800,0.824,41,Total,5
Amsterdam,Total,No Migration Background,Total,20% - 40%,c00_infant_mortality,6796,0.647,77,Total,5
Amsterdam,Total,No Migration Background,Total,40% - 60%,c00_infant_mortality,6796,0.427,106,Total,5
Amsterdam,Total,No Migration Background,Total,60% - 80%,c00_infant_mortality,6796,0.515,140,Total,5
Amsterdam,Total,No Migration Background,Total,80% - 100%,c00_infant_mortality,6796,0.574,248,Total,5
Amsterdam,Total,No Migration Background,Two Parents,0% - 20%,c00_infant_mortality,5936,0.59,50,Total,5
Amsterdam,Total,No Migration Background,Two Parents,20% - 40%,c00_infant_mortality,5936,0.573,85,Total,5
Amsterdam,Total,No Migration Background,Two Parents,40% - 60%,c00_infant_mortality,5936,0.455,112,Total,5
Amsterdam,Total,No Migration Background,Two Parents,60% - 80%,c00_infant_mortality,5934,0.489,146,Total,5
Amsterdam,Total,No Migration Background,Two Parents,80% - 100%,c00_infant_mortality,5932,0.556,255,Total,5
Amsterdam,Total,Morocco,Total,0% - 20%,c00_infant_mortality,2572,1.244,26,Total,5
Amsterdam,Total,Morocco,Total,20% - 40%,c00_infant_mortality,2572,1.089,38,Total,5
Amsterdam,Total,Morocco,Total,40% - 60%,c00_infant_mortality,2572,0.972,53,Total,5
Amsterdam,Total,Morocco,Total,60% - 80%,c00_infant_mortality,2572,0.972,71,Total,5
Amsterdam,Total,Morocco,Total,80% - 100%,c00_infant_mortality,2568,0.974,109,Total,5
Amsterdam,Total,Morocco,Two Parents,0% - 20%,c00_infant_mortality,2232,1.478,28,Total,5
Amsterdam,Total,Morocco,Two Parents,20% - 40%,c00_infant_mortality,2232,0.896,41,Total,5
Amsterdam,Total,Morocco,Two Parents,40% - 60%,c00_infant_mortality,2232,1.075,56,Total,5
Amsterdam,Total,Morocco,Two Parents,60% - 80%,c00_infant_mortality,2228,0.943,73,Total,5
Amsterdam,Total,Morocco,Two Parents,80% - 100%,c00_infant_mortality,2228,1.032,112,Total,5
Amsterdam,Total,Suriname,Total,0% - 20%,c00_infant_mortality,1694,1.475,22,Total,5
Amsterdam,Total,Suriname,Total,20% - 40%,c00_infant_mortality,1692,1.241,34,Total,5
Amsterdam,Total,Suriname,Total,40% - 60%,c00_infant_mortality,1692,0.946,49,Total,5
Amsterdam,Total,Suriname,Total,60% - 80%,c00_infant_mortality,1692,1.241,71,Total,5
Amsterdam,Total,Suriname,Total,80% - 100%,c00_infant_mortality,1692,0.827,123,Total,5
Amsterdam,Total,With Migration Background,Total,0% - 20%,c00_infant_mortality,11852,1.358,24,Total,5
Amsterdam,Total,With Migration Background,Total,20% - 40%,c00_infant_mortality,11852,0.835,40,Total,5
Amsterdam,Total,With Migration Background,Total,40% - 60%,c00_infant_mortality,11852,0.886,60,Total,5
Amsterdam,Total,With Migration Background,Total,60% - 80%,c00_infant_mortality,11852,0.692,87,Total,5
Amsterdam,Total,With Migration Background,Total,80% - 100%,c00_infant_mortality,11851,0.481,175,Total,5
Amsterdam,Total,With Migration Background,Single Parent,0% - 20%,c00_infant_mortality,2523,0.991,18,Total,5
Amsterdam,Total,With Migration Background,Single Parent,20% - 40%,c00_infant_mortality,2520,1.032,28,Total,5
Amsterdam,Total,With Migration Background,Single Parent,40% - 60%,c00_infant_mortality,2520,1.071,35,Total,5
Amsterdam,Total,With Migration Background,Single Parent,60% - 80%,c00_infant_mortality,2520,0.595,50,Total,5
Amsterdam,Total,With Migration Background,Single Parent,80% - 100%,c00_infant_mortality,2520,0.873,97,Total,5
Amsterdam,Total,With Migration Background,Two Parents,0% - 20%,c00_infant_mortality,9276,1.207,28,Total,5
Amsterdam,Total,With Migration Background,Two Parents,20% - 40%,c00_infant_mortality,9276,0.83,47,Total,5
Amsterdam,Total,With Migration Background,Two Parents,40% - 60%,c00_infant_mortality,9273,0.852,68,Total,5
Amsterdam,Total,With Migration Background,Two Parents,60% - 80%,c00_infant_mortality,9272,0.647,97,Total,5
Amsterdam,Total,With Migration Background,Two Parents,80% - 100%,c00_infant_mortality,9272,0.367,189,Total,5
Amsterdam,Men,Total,Total,0% - 20%,c00_infant_mortality,9588,1.241,27,Total,5
Amsterdam,Men,Total,Total,20% - 40%,c00_infant_mortality,9588,0.761,49,Total,5
Amsterdam,Men,Total,Total,40% - 60%,c00_infant_mortality,9588,0.772,75,Total,5
Amsterdam,Men,Total,Total,60% - 80%,c00_infant_mortality,9587,0.574,109,Total,5
Amsterdam,Men,Total,Total,80% - 100%,c00_infant_mortality,9584,0.501,210,Total,5
Amsterdam,Men,Total,Two Parents,0% - 20%,c00_infant_mortality,7824,1.125,32,Total,5
Amsterdam,Men,Total,Two Parents,20% - 40%,c00_infant_mortality,7824,0.716,58,Total,5
Amsterdam,Men,Total,Two Parents,40% - 60%,c00_infant_mortality,7824,0.69,85,Total,5
Amsterdam,Men,Total,Two Parents,60% - 80%,c00_infant_mortality,7821,0.46,119,Total,5
Amsterdam,Men,Total,Two Parents,80% - 100%,c00_infant_mortality,7820,0.486,222,Total,5
Amsterdam,Men,No Migration Background,Total,0% - 20%,c00_infant_mortality,3500,0.914,41,Total,5
Amsterdam,Men,No Migration Background,Total,20% - 40%,c00_infant_mortality,3497,0.715,77,Total,5
Amsterdam,Men,No Migration Background,Total,40% - 60%,c00_infant_mortality,3496,0.372,105,Total,5
Amsterdam,Men,No Migration Background,Total,60% - 80%,c00_infant_mortality,3496,0.515,140,Total,5
Amsterdam,Men,No Migration Background,Total,80% - 100%,c00_infant_mortality,3496,0.629,251,Total,5
Amsterdam,Men,No Migration Background,Two Parents,0% - 20%,c00_infant_mortality,3056,0.72,50,Total,5
Amsterdam,Men,No Migration Background,Two Parents,20% - 40%,c00_infant_mortality,3052,0.623,84,Total,5
Amsterdam,Men,No Migration Background,Two Parents,40% - 60%,c00_infant_mortality,3052,0.328,112,Total,5
Amsterdam,Men,No Migration Background,Two Parents,60% - 80%,c00_infant_mortality,3052,0.459,146,Total,5
Amsterdam,Men,No Migration Background,Two Parents,80% - 100%,c00_infant_mortality,3052,0.59,258,Total,5
Amsterdam,Men,Morocco,Total,0% - 20%,c00_infant_mortality,1324,1.057,26,Total,5
Amsterdam,Men,Morocco,Total,20% - 40%,c00_infant_mortality,1324,1.284,38,Total,5
Amsterdam,Men,Morocco,Total,40% - 60%,c00_infant_mortality,1320,0.985,53,Total,5
Amsterdam,Men,Morocco,Total,60% - 80%,c00_infant_mortality,1320,1.136,71,Total,5
Amsterdam,Men,Morocco,Total,80% - 100%,c00_infant_mortality,1320,0.909,108,Total,5
Amsterdam,Men,Morocco,Two Parents,0% - 20%,c00_infant_mortality,1144,1.311,27,Total,5
Amsterdam,Men,Morocco,Two Parents,20% - 40%,c00_infant_mortality,1144,1.224,41,Total,5
Amsterdam,Men,Morocco,Two Parents,40% - 60%,c00_infant_mortality,1144,1.049,56,Total,5
Amsterdam,Men,Morocco,Two Parents,60% - 80%,c00_infant_mortality,1140,1.228,74,Total,5
Amsterdam,Men,Morocco,Two Parents,80% - 100%,c00_infant_mortality,1140,0.877,110,Total,5
Amsterdam,Men,With Migration Background,Total,0% - 20%,c00_infant_mortality,6092,1.395,24,Total,5
Amsterdam,Men,With Migration Background,Total,20% - 40%,c00_infant_mortality,6092,0.837,40,Total,5
Amsterdam,Men,With Migration Background,Total,40% - 60%,c00_infant_mortality,6090,0.722,59,Total,5
Amsterdam,Men,With Migration Background,Total,60% - 80%,c00_infant_mortality,6088,0.788,87,Total,5
Amsterdam,Men,With Migration Background,Total,80% - 100%,c00_infant_mortality,6088,0.509,177,Total,5
Amsterdam,Men,With Migration Background,Two Parents,0% - 20%,c00_infant_mortality,4772,1.32,28,Total,5
Amsterdam,Men,With Migration Background,Two Parents,20% - 40%,c00_infant_mortality,4772,0.775,47,Total,5
Amsterdam,Men,With Migration Background,Two Parents,40% - 60%,c00_infant_mortality,4769,0.818,68,Total,5
Amsterdam,Men,With Migration Background,Two Parents,60% - 80%,c00_infant_mortality,4768,0.608,97,Total,5
Amsterdam,Men,With Migration Background,Two Parents,80% - 100%,c00_infant_mortality,4768,0.44,190,Total,5
Amsterdam,Women,Total,Total,0% - 20%,c00_infant_mortality,9064,1.103,27,Total,5
Amsterdam,Women,Total,Total,20% - 40%,c00_infant_mortality,9064,0.85,49,Total,5
Amsterdam,Women,Total,Total,40% - 60%,c00_infant_mortality,9060,0.795,75,Total,5
Amsterdam,Women,Total,Total,60% - 80%,c00_infant_mortality,9060,0.519,110,Total,5
Amsterdam,Women,Total,Total,80% - 100%,c00_infant_mortality,9060,0.464,206,Total,5
Amsterdam,Women,Total,Two Parents,0% - 20%,c00_infant_mortality,7388,0.907,32,Total,5
Amsterdam,Women,Total,Two Parents,20% - 40%,c00_infant_mortality,7388,0.893,58,Total,5
Amsterdam,Women,Total,Two Parents,40% - 60%,c00_infant_mortality,7386,0.555,85,Total,5
Amsterdam,Women,Total,Two Parents,60% - 80%,c00_infant_mortality,7384,0.515,120,Total,5
Amsterdam,Women,Total,Two Parents,80% - 100%,c00_infant_mortality,7384,0.488,218,Total,5
Amsterdam,Women,No Migration Background,Total,0% - 20%,c00_infant_mortality,3300,0.758,41,Total,5
Amsterdam,Women,No Migration Background,Total,20% - 40%,c00_infant_mortality,3300,0.545,77,Total,5
Amsterdam,Women,No Migration Background,Total,40% - 60%,c00_infant_mortality,3300,0.485,106,Total,5
Amsterdam,Women,No Migration Background,Total,60% - 80%,c00_infant_mortality,3300,0.515,140,Total,5
Amsterdam,Women,No Migration Background,Total,80% - 100%,c00_infant_mortality,3299,0.515,246,Total,5
Amsterdam,Women,No Migration Background,Two Parents,0% - 20%,c00_infant_mortality,2884,0.451,50,Total,5
Amsterdam,Women,No Migration Background,Two Parents,20% - 40%,c00_infant_mortality,2884,0.555,85,Total,5
Amsterdam,Women,No Migration Background,Two Parents,40% - 60%,c00_infant_mortality,2882,0.555,113,Total,5
Amsterdam,Women,No Migration Background,Two Parents,60% - 80%,c00_infant_mortality,2880,0.486,147,Total,5
Amsterdam,Women,No Migration Background,Two Parents,80% - 100%,c00_infant_mortality,2880,0.556,252,Total,5
Amsterdam,Women,Morocco,Total,0% - 20%,c00_infant_mortality,1252,1.438,26,Total,5
Amsterdam,Women,Morocco,Total,20% - 40%,c00_infant_mortality,1252,0.879,38,Total,5
