geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type
Smallingerland,Women,Total,Two Parents,Total,c00_infant_mortality,2252,0.622,71,Total,1
Smallingerland,Women,No Migration Background,Total,Total,c00_infant_mortality,2014,0.695,71,Total,1
Smallingerland,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1907,0.629,72,Total,1
Weststellingwerf,Total,Total,Total,Total,c00_infant_mortality,1980,0.859,74,Total,1
Weststellingwerf,Total,Total,Two Parents,Total,c00_infant_mortality,1906,0.892,75,Total,1
Weststellingwerf,Total,No Migration Background,Total,Total,c00_infant_mortality,1765,0.963,76,Total,1
Weststellingwerf,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1715,0.991,77,Total,1
Weststellingwerf,Men,Total,Total,Total,c00_infant_mortality,1006,0.994,74,Total,1
Weststellingwerf,Men,Total,Two Parents,Total,c00_infant_mortality,967,1.034,75,Total,1
Weststellingwerf,Men,No Migration Background,Total,Total,c00_infant_mortality,892,1.121,75,Total,1
Weststellingwerf,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,867,1.153,76,Total,1
Assen,Total,Total,Total,Total,c00_infant_mortality,6232,0.562,73,Total,1
Assen,Total,Total,Two Parents,Total,c00_infant_mortality,5737,0.61,76,Total,1
Assen,Total,No Migration Background,Total,Total,c00_infant_mortality,4970,0.644,76,Total,1
Assen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4670,0.685,78,Total,1
Assen,Men,Total,Total,Total,c00_infant_mortality,3232,0.495,73,Total,1
Assen,Men,Total,Two Parents,Total,c00_infant_mortality,2973,0.538,76,Total,1
Assen,Men,No Migration Background,Total,Total,c00_infant_mortality,2583,0.503,76,Total,1
Assen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2420,0.537,78,Total,1
Assen,Women,Total,Total,Total,c00_infant_mortality,3000,0.633,73,Total,1
Assen,Women,Total,Two Parents,Total,c00_infant_mortality,2764,0.687,76,Total,1
Assen,Women,No Migration Background,Total,Total,c00_infant_mortality,2387,0.796,76,Total,1
Assen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2250,0.844,78,Total,1
Emmen,Total,Total,Total,Total,c00_infant_mortality,8608,0.592,69,Total,1
Emmen,Total,Total,Two Parents,Total,c00_infant_mortality,7920,0.593,72,Total,1
Emmen,Total,No Migration Background,Total,Total,c00_infant_mortality,7119,0.562,72,Total,1
Emmen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,6740,0.564,74,Total,1
Emmen,Total,With Migration Background,Total,Total,c00_infant_mortality,1489,0.739,56,Total,1
Emmen,Men,Total,Total,Total,c00_infant_mortality,4382,0.662,69,Total,1
Emmen,Men,Total,Two Parents,Total,c00_infant_mortality,4035,0.669,71,Total,1
Emmen,Men,No Migration Background,Total,Total,c00_infant_mortality,3639,0.632,71,Total,1
Emmen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,3455,0.637,73,Total,1
Emmen,Women,Total,Total,Total,c00_infant_mortality,4226,0.521,70,Total,1
Emmen,Women,Total,Two Parents,Total,c00_infant_mortality,3885,0.515,72,Total,1
Emmen,Women,No Migration Background,Total,Total,c00_infant_mortality,3480,0.489,73,Total,1
Emmen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3285,0.487,74,Total,1
Hoogeveen,Total,Total,Total,Total,c00_infant_mortality,5441,0.607,70,Total,1
Hoogeveen,Total,Total,Two Parents,Total,c00_infant_mortality,5169,0.6,71,Total,1
Hoogeveen,Total,No Migration Background,Total,Total,c00_infant_mortality,4778,0.544,71,Total,1
Hoogeveen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4584,0.524,72,Total,1
Hoogeveen,Men,Total,Total,Total,c00_infant_mortality,2743,0.547,70,Total,1
Hoogeveen,Men,Total,Two Parents,Total,c00_infant_mortality,2613,0.536,71,Total,1
Hoogeveen,Men,No Migration Background,Total,Total,c00_infant_mortality,2393,0.501,71,Total,1
Hoogeveen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2296,0.479,73,Total,1
Hoogeveen,Women,Total,Total,Total,c00_infant_mortality,2698,0.667,70,Total,1
Hoogeveen,Women,Total,Two Parents,Total,c00_infant_mortality,2556,0.665,71,Total,1
Hoogeveen,Women,No Migration Background,Total,Total,c00_infant_mortality,2385,0.587,71,Total,1
Hoogeveen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2288,0.568,72,Total,1
Meppel,Total,Total,Total,Total,c00_infant_mortality,3066,0.978,80,Total,1
Meppel,Total,Total,Two Parents,Total,c00_infant_mortality,2943,1.019,81,Total,1
Meppel,Total,No Migration Background,Total,Total,c00_infant_mortality,2598,0.924,83,Total,1
Meppel,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2516,0.954,84,Total,1
Meppel,Men,Total,Total,Total,c00_infant_mortality,1547,0.905,80,Total,1
Meppel,Men,Total,Two Parents,Total,c00_infant_mortality,1486,0.942,82,Total,1
Meppel,Men,No Migration Background,Total,Total,c00_infant_mortality,1311,0.763,83,Total,1
Meppel,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,1262,0.792,84,Total,1
Meppel,Women,Total,Total,Total,c00_infant_mortality,1519,1.053,79,Total,1
Meppel,Women,Total,Two Parents,Total,c00_infant_mortality,1457,1.098,81,Total,1
Meppel,Women,No Migration Background,Total,Total,c00_infant_mortality,1287,1.088,82,Total,1
Meppel,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1254,1.116,83,Total,1
Almelo,Total,Total,Total,Total,c00_infant_mortality,6813,0.631,69,Total,1
Almelo,Total,Total,Two Parents,Total,c00_infant_mortality,6256,0.639,71,Total,1
Almelo,Total,No Migration Background,Total,Total,c00_infant_mortality,4710,0.616,73,Total,1
Almelo,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4361,0.642,75,Total,1
Almelo,Total,With Migration Background,Total,Total,c00_infant_mortality,2103,0.666,59,Total,1
Almelo,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,1895,0.633,61,Total,1
Almelo,Men,Total,Total,Total,c00_infant_mortality,3460,0.867,68,Total,1
Almelo,Men,Total,Two Parents,Total,c00_infant_mortality,3186,0.879,71,Total,1
Almelo,Men,No Migration Background,Total,Total,c00_infant_mortality,2414,0.911,72,Total,1
Almelo,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2236,0.939,75,Total,1
Almelo,Women,Total,Total,Total,c00_infant_mortality,3353,0.388,69,Total,1
Almelo,Women,Total,Two Parents,Total,c00_infant_mortality,3070,0.391,71,Total,1
Deventer,Total,Total,Total,Total,c00_infant_mortality,9613,0.614,79,Total,1
Deventer,Total,Total,Two Parents,Total,c00_infant_mortality,8784,0.615,83,Total,1
Deventer,Total,No Migration Background,Total,Total,c00_infant_mortality,6866,0.641,85,Total,1
Deventer,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,6449,0.62,87,Total,1
Deventer,Total,With Migration Background,Total,Total,c00_infant_mortality,2747,0.546,65,Total,1
Deventer,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,2335,0.6,71,Total,1
Deventer,Men,Total,Total,Total,c00_infant_mortality,4833,0.683,78,Total,1
Deventer,Men,Total,Two Parents,Total,c00_infant_mortality,4433,0.677,82,Total,1
Deventer,Men,No Migration Background,Total,Total,c00_infant_mortality,3415,0.703,84,Total,1
Deventer,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,3218,0.684,86,Total,1
Deventer,Women,Total,Total,Total,c00_infant_mortality,4780,0.544,80,Total,1
Deventer,Women,Total,Two Parents,Total,c00_infant_mortality,4351,0.552,84,Total,1
Deventer,Women,No Migration Background,Total,Total,c00_infant_mortality,3451,0.58,85,Total,1
Deventer,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3231,0.557,88,Total,1
Enschede,Total,Total,Total,Total,c00_infant_mortality,13954,0.652,70,Total,1
Enschede,Total,Total,Single Parent,Total,c00_infant_mortality,1375,0.8,37,Total,1
Enschede,Total,Total,Two Parents,Total,c00_infant_mortality,12534,0.606,73,Total,1
Enschede,Total,No Migration Background,Total,Total,c00_infant_mortality,8883,0.529,77,Total,1
Enschede,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,8219,0.511,80,Total,1
Enschede,Total,Turkey,Total,Total,c00_infant_mortality,1025,0.976,60,Total,1
Enschede,Total,With Migration Background,Total,Total,c00_infant_mortality,5071,0.868,58,Total,1
Enschede,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,4315,0.788,62,Total,1
Enschede,Men,Total,Total,Total,c00_infant_mortality,7256,0.675,70,Total,1
Enschede,Men,Total,Two Parents,Total,c00_infant_mortality,6540,0.612,73,Total,1
Enschede,Men,No Migration Background,Total,Total,c00_infant_mortality,4607,0.478,77,Total,1
Enschede,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,4273,0.468,80,Total,1
Enschede,Men,With Migration Background,Total,Total,c00_infant_mortality,2649,1.019,58,Total,1
Enschede,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,2267,0.882,62,Total,1
Enschede,Women,Total,Total,Total,c00_infant_mortality,6698,0.627,70,Total,1
Enschede,Women,Total,Two Parents,Total,c00_infant_mortality,5994,0.601,74,Total,1
Enschede,Women,No Migration Background,Total,Total,c00_infant_mortality,4276,0.585,76,Total,1
Enschede,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3946,0.558,80,Total,1
Enschede,Women,With Migration Background,Total,Total,c00_infant_mortality,2422,0.702,58,Total,1
Enschede,Women,With Migration Background,Two Parents,Total,c00_infant_mortality,2048,0.684,62,Total,1
Hardenberg,Total,Total,Total,Total,c00_infant_mortality,5881,0.714,75,Total,1
Hardenberg,Total,Total,Two Parents,Total,c00_infant_mortality,5733,0.68,76,Total,1
Hardenberg,Total,No Migration Background,Total,Total,c00_infant_mortality,5417,0.683,76,Total,1
Hardenberg,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,5316,0.64,77,Total,1
Hardenberg,Men,Total,Total,Total,c00_infant_mortality,3017,0.663,75,Total,1
Hardenberg,Men,Total,Two Parents,Total,c00_infant_mortality,2945,0.611,76,Total,1
Hardenberg,Men,No Migration Background,Total,Total,c00_infant_mortality,2767,0.578,76,Total,1
Hardenberg,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2718,0.515,76,Total,1
Hardenberg,Women,Total,Total,Total,c00_infant_mortality,2864,0.768,75,Total,1
Hardenberg,Women,Total,Two Parents,Total,c00_infant_mortality,2788,0.753,76,Total,1
Hardenberg,Women,No Migration Background,Total,Total,c00_infant_mortality,2650,0.792,76,Total,1
Hardenberg,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2598,0.77,77,Total,1
Hellendoorn,Total,Total,Total,Total,c00_infant_mortality,2792,0.501,80,Total,1
Hellendoorn,Total,Total,Two Parents,Total,c00_infant_mortality,2736,0.439,80,Total,1
Hellendoorn,Total,No Migration Background,Total,Total,c00_infant_mortality,2571,0.467,81,Total,1
Hellendoorn,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2539,0.433,81,Total,1
Hengelo,Total,Total,Total,Total,c00_infant_mortality,7017,0.513,75,Total,1
Hengelo,Total,Total,Two Parents,Total,c00_infant_mortality,6521,0.46,78,Total,1
Hengelo,Total,No Migration Background,Total,Total,c00_infant_mortality,4920,0.467,81,Total,1
Hengelo,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4654,0.451,83,Total,1
Hengelo,Total,With Migration Background,Total,Total,c00_infant_mortality,2097,0.62,62,Total,1
Hengelo,Men,Total,Total,Total,c00_infant_mortality,3568,0.42,75,Total,1
Hengelo,Men,Total,Two Parents,Total,c00_infant_mortality,3327,0.361,78,Total,1
Hengelo,Women,Total,Total,Total,c00_infant_mortality,3449,0.609,75,Total,1
Hengelo,Women,Total,Two Parents,Total,c00_infant_mortality,3194,0.564,78,Total,1
Hengelo,Women,No Migration Background,Total,Total,c00_infant_mortality,2415,0.58,82,Total,1
Hengelo,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2277,0.571,84,Total,1
Kampen,Total,Total,Total,Total,c00_infant_mortality,5890,0.747,75,Total,1
Kampen,Total,Total,Two Parents,Total,c00_infant_mortality,5707,0.771,76,Total,1
Kampen,Total,No Migration Background,Total,Total,c00_infant_mortality,5192,0.732,77,Total,1
Kampen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,5064,0.75,78,Total,1
Kampen,Men,Total,Total,Total,c00_infant_mortality,3039,0.856,76,Total,1
Kampen,Men,Total,Two Parents,Total,c00_infant_mortality,2945,0.883,77,Total,1
Kampen,Men,No Migration Background,Total,Total,c00_infant_mortality,2647,0.756,77,Total,1
Kampen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2583,0.774,78,Total,1
Kampen,Women,Total,Total,Total,c00_infant_mortality,2851,0.631,75,Total,1
Kampen,Women,Total,Two Parents,Total,c00_infant_mortality,2762,0.652,76,Total,1
Kampen,Women,No Migration Background,Total,Total,c00_infant_mortality,2545,0.707,77,Total,1
Kampen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2481,0.726,78,Total,1
Losser,Total,Total,Total,Total,c00_infant_mortality,1678,0.715,80,Total,1
Losser,Total,Total,Two Parents,Total,c00_infant_mortality,1605,0.685,81,Total,1
Losser,Total,No Migration Background,Total,Total,c00_infant_mortality,1443,0.693,83,Total,1
Noordoostpolder,Total,Total,Total,Total,c00_infant_mortality,4804,0.5,73,Total,1
Noordoostpolder,Total,Total,Two Parents,Total,c00_infant_mortality,4534,0.441,74,Total,1
Noordoostpolder,Total,No Migration Background,Total,Total,c00_infant_mortality,3847,0.442,76,Total,1
Noordoostpolder,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,3730,0.402,77,Total,1
Noordoostpolder,Women,Total,Total,Total,c00_infant_mortality,2342,0.598,73,Total,1
Noordoostpolder,Women,Total,Two Parents,Total,c00_infant_mortality,2229,0.538,75,Total,1
Noordoostpolder,Women,No Migration Background,Total,Total,c00_infant_mortality,1878,0.532,76,Total,1
Oldenzaal,Total,Total,Total,Total,c00_infant_mortality,2871,0.418,85,Total,1
Ommen,Total,Total,Total,Total,c00_infant_mortality,1525,0.918,82,Total,1
Ommen,Total,Total,Two Parents,Total,c00_infant_mortality,1499,0.934,82,Total,1
Ommen,Total,No Migration Background,Total,Total,c00_infant_mortality,1405,0.925,83,Total,1
Ommen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1392,0.934,84,Total,1
Raalte,Total,Total,Total,Total,c00_infant_mortality,3012,0.531,84,Total,1
Raalte,Total,Total,Two Parents,Total,c00_infant_mortality,2928,0.546,85,Total,1
Raalte,Total,No Migration Background,Total,Total,c00_infant_mortality,2785,0.575,86,Total,1
Raalte,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2722,0.588,86,Total,1
Staphorst,Total,Total,Total,Total,c00_infant_mortality,2175,0.782,79,Total,1
Staphorst,Total,Total,Two Parents,Total,c00_infant_mortality,2160,0.741,79,Total,1
Staphorst,Total,No Migration Background,Total,Total,c00_infant_mortality,2094,0.764,80,Total,1
Staphorst,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2083,0.768,80,Total,1
Staphorst,Men,Total,Total,Total,c00_infant_mortality,1142,0.876,79,Total,1
Tubbergen,Total,Total,Total,Total,c00_infant_mortality,1762,1.022,88,Total,1
Tubbergen,Total,Total,Two Parents,Total,c00_infant_mortality,1735,0.98,89,Total,1
Tubbergen,Total,No Migration Background,Total,Total,c00_infant_mortality,1679,1.013,89,Total,1
Tubbergen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1661,1.023,90,Total,1
Urk,Total,Total,Total,Total,c00_infant_mortality,2609,0.882,77,Total,1
Urk,Total,Total,Two Parents,Total,c00_infant_mortality,2558,0.899,77,Total,1
Urk,Total,No Migration Background,Total,Total,c00_infant_mortality,2480,0.927,77,Total,1
Urk,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2442,0.942,78,Total,1
Urk,Women,Total,Total,Total,c00_infant_mortality,1294,1.159,77,Total,1
Urk,Women,Total,Two Parents,Total,c00_infant_mortality,1272,1.179,78,Total,1
Urk,Women,No Migration Background,Total,Total,c00_infant_mortality,1236,1.214,79,Total,1
Urk,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1223,1.226,79,Total,1
Wierden,Total,Total,Total,Total,c00_infant_mortality,2263,0.663,88,Total,1
Wierden,Total,Total,Two Parents,Total,c00_infant_mortality,2228,0.628,88,Total,1
Wierden,Total,No Migration Background,Total,Total,c00_infant_mortality,2053,0.682,90,Total,1
Wierden,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2032,0.689,90,Total,1
Wierden,Women,Total,Total,Total,c00_infant_mortality,1129,0.974,88,Total,1
Wierden,Women,Total,Two Parents,Total,c00_infant_mortality,1111,0.99,88,Total,1
Wierden,Women,No Migration Background,Total,Total,c00_infant_mortality,1018,1.081,90,Total,1
Wierden,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1008,1.091,91,Total,1
Zwolle,Total,Total,Total,Total,c00_infant_mortality,14188,0.655,83,Total,1
Zwolle,Total,Total,Two Parents,Total,c00_infant_mortality,13215,0.59,86,Total,1
Zwolle,Total,No Migration Background,Total,Total,c00_infant_mortality,11061,0.633,87,Total,1
Zwolle,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,10586,0.586,89,Total,1
Zwolle,Total,With Migration Background,Total,Total,c00_infant_mortality,3127,0.736,66,Total,1
Zwolle,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,2629,0.609,72,Total,1
Zwolle,Men,Total,Total,Total,c00_infant_mortality,7170,0.739,82,Total,1
Zwolle,Men,Total,Two Parents,Total,c00_infant_mortality,6662,0.615,85,Total,1
