geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type
Utrecht,Totaal,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,3894,0.591,91,Totaal,10
Utrecht,Totaal,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,3894,0.616,104,Totaal,10
Utrecht,Totaal,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,3894,0.745,117,Totaal,10
Utrecht,Totaal,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,3894,0.591,134,Totaal,10
Utrecht,Totaal,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,3894,0.462,157,Totaal,10
Utrecht,Totaal,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,3894,0.411,225,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,0% - 10%,c00_infant_mortality,9326,1.147,21,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,10% - 20%,c00_infant_mortality,9325,1.19,32,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,20% - 30%,c00_infant_mortality,9324,0.826,43,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,30% - 40%,c00_infant_mortality,9324,0.794,55,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,40% - 50%,c00_infant_mortality,9324,0.869,68,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,50% - 60%,c00_infant_mortality,9324,0.697,82,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,60% - 70%,c00_infant_mortality,9324,0.579,99,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,70% - 80%,c00_infant_mortality,9324,0.515,120,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,80% - 90%,c00_infant_mortality,9324,0.472,151,Totaal,10
Amsterdam,Totaal,Totaal,Totaal,90% - 100%,c00_infant_mortality,9324,0.493,265,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,0% - 10%,c00_infant_mortality,7606,1.302,25,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,10% - 20%,c00_infant_mortality,7605,0.736,39,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,20% - 30%,c00_infant_mortality,7604,0.763,52,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,30% - 40%,c00_infant_mortality,7604,0.855,64,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,7604,0.71,78,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,7604,0.513,92,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,7604,0.592,109,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,7604,0.408,130,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,7604,0.473,161,Totaal,10
Amsterdam,Totaal,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,7604,0.487,279,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,0% - 10%,c00_infant_mortality,3400,0.765,30,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,10% - 20%,c00_infant_mortality,3400,0.882,53,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,20% - 30%,c00_infant_mortality,3398,0.765,69,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,30% - 40%,c00_infant_mortality,3398,0.53,84,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,40% - 50%,c00_infant_mortality,3398,0.471,98,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,50% - 60%,c00_infant_mortality,3398,0.383,113,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,60% - 70%,c00_infant_mortality,3398,0.53,129,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,70% - 80%,c00_infant_mortality,3398,0.5,150,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,80% - 90%,c00_infant_mortality,3398,0.618,184,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Totaal,90% - 100%,c00_infant_mortality,3398,0.53,313,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c00_infant_mortality,2968,0.539,38,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c00_infant_mortality,2968,0.64,62,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c00_infant_mortality,2968,0.775,78,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c00_infant_mortality,2968,0.371,92,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c00_infant_mortality,2968,0.472,105,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c00_infant_mortality,2968,0.438,119,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c00_infant_mortality,2968,0.505,135,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c00_infant_mortality,2966,0.472,157,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c00_infant_mortality,2966,0.607,190,Totaal,10
Amsterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c00_infant_mortality,2966,0.506,320,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,0% - 10%,c00_infant_mortality,1286,1.089,22,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,10% - 20%,c00_infant_mortality,1286,1.4,30,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,20% - 30%,c00_infant_mortality,1286,1.089,35,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,30% - 40%,c00_infant_mortality,1286,1.089,41,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,40% - 50%,c00_infant_mortality,1286,0.778,49,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,50% - 60%,c00_infant_mortality,1286,1.166,57,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,60% - 70%,c00_infant_mortality,1286,0.933,65,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,70% - 80%,c00_infant_mortality,1286,1.011,76,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,80% - 90%,c00_infant_mortality,1284,0.857,90,Totaal,10
Amsterdam,Totaal,Marokko,Totaal,90% - 100%,c00_infant_mortality,1284,1.09,128,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,0% - 10%,c00_infant_mortality,5926,1.417,19,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,10% - 20%,c00_infant_mortality,5926,1.299,29,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,20% - 30%,c00_infant_mortality,5926,0.861,35,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,30% - 40%,c00_infant_mortality,5926,0.81,44,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,40% - 50%,c00_infant_mortality,5926,0.877,54,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,50% - 60%,c00_infant_mortality,5926,0.894,65,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,60% - 70%,c00_infant_mortality,5926,0.742,78,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,70% - 80%,c00_infant_mortality,5926,0.641,96,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,80% - 90%,c00_infant_mortality,5926,0.557,124,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Totaal,90% - 100%,c00_infant_mortality,5925,0.405,226,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,0% - 10%,c00_infant_mortality,4638,1.574,22,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,10% - 20%,c00_infant_mortality,4638,0.841,33,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,20% - 30%,c00_infant_mortality,4638,0.819,42,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,30% - 40%,c00_infant_mortality,4638,0.841,52,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,40% - 50%,c00_infant_mortality,4637,0.927,62,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,50% - 60%,c00_infant_mortality,4636,0.777,74,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,60% - 70%,c00_infant_mortality,4636,0.582,88,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,70% - 80%,c00_infant_mortality,4636,0.712,106,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,80% - 90%,c00_infant_mortality,4636,0.41,135,Totaal,10
Amsterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,90% - 100%,c00_infant_mortality,4636,0.324,242,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,0% - 10%,c00_infant_mortality,4794,1.231,21,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,10% - 20%,c00_infant_mortality,4794,1.252,32,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,20% - 30%,c00_infant_mortality,4794,0.814,43,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,30% - 40%,c00_infant_mortality,4794,0.709,55,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,40% - 50%,c00_infant_mortality,4794,0.772,68,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,50% - 60%,c00_infant_mortality,4794,0.772,82,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,60% - 70%,c00_infant_mortality,4794,0.626,99,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,70% - 80%,c00_infant_mortality,4793,0.522,120,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,80% - 90%,c00_infant_mortality,4792,0.501,151,Totaal,10
Amsterdam,Mannen,Totaal,Totaal,90% - 100%,c00_infant_mortality,4792,0.501,269,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,0% - 10%,c00_infant_mortality,3912,1.355,25,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,10% - 20%,c00_infant_mortality,3912,0.895,39,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,20% - 30%,c00_infant_mortality,3912,0.639,52,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,30% - 40%,c00_infant_mortality,3912,0.792,64,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,3912,0.869,77,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,3912,0.511,92,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,3911,0.435,108,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,3910,0.486,129,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,3910,0.512,161,Totaal,10
Amsterdam,Mannen,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,3910,0.46,284,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,0% - 10%,c00_infant_mortality,3046,1.51,19,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,10% - 20%,c00_infant_mortality,3046,1.28,29,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,20% - 30%,c00_infant_mortality,3046,0.886,35,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,30% - 40%,c00_infant_mortality,3046,0.788,44,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,40% - 50%,c00_infant_mortality,3046,0.821,54,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,50% - 60%,c00_infant_mortality,3044,0.624,65,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,60% - 70%,c00_infant_mortality,3044,0.92,78,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,70% - 80%,c00_infant_mortality,3044,0.657,96,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,80% - 90%,c00_infant_mortality,3044,0.624,124,Totaal,10
Amsterdam,Mannen,Wel migratieachtergrond,Totaal,90% - 100%,c00_infant_mortality,3044,0.394,229,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,0% - 10%,c00_infant_mortality,4532,1.037,21,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,10% - 20%,c00_infant_mortality,4532,1.169,32,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,20% - 30%,c00_infant_mortality,4532,0.772,43,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,30% - 40%,c00_infant_mortality,4532,0.927,55,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,40% - 50%,c00_infant_mortality,4530,0.971,68,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,50% - 60%,c00_infant_mortality,4530,0.618,82,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,60% - 70%,c00_infant_mortality,4530,0.53,99,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,70% - 80%,c00_infant_mortality,4530,0.508,120,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,80% - 90%,c00_infant_mortality,4530,0.442,151,Totaal,10
Amsterdam,Vrouwen,Totaal,Totaal,90% - 100%,c00_infant_mortality,4530,0.486,261,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,0% - 10%,c00_infant_mortality,3694,1.218,25,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,10% - 20%,c00_infant_mortality,3694,0.596,39,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,20% - 30%,c00_infant_mortality,3694,0.893,52,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,30% - 40%,c00_infant_mortality,3694,0.893,65,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,3694,0.596,78,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,3692,0.515,93,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,3692,0.704,109,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,3692,0.325,130,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,3692,0.46,162,Totaal,10
Amsterdam,Vrouwen,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,3692,0.515,275,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,0% - 10%,c00_infant_mortality,2882,1.284,19,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,10% - 20%,c00_infant_mortality,2882,1.353,29,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,20% - 30%,c00_infant_mortality,2882,0.833,35,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,30% - 40%,c00_infant_mortality,2882,0.798,44,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,40% - 50%,c00_infant_mortality,2881,1.007,54,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,50% - 60%,c00_infant_mortality,2880,1.146,65,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,60% - 70%,c00_infant_mortality,2880,0.556,78,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,70% - 80%,c00_infant_mortality,2880,0.625,96,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,80% - 90%,c00_infant_mortality,2880,0.486,124,Totaal,10
Amsterdam,Vrouwen,Wel migratieachtergrond,Totaal,90% - 100%,c00_infant_mortality,2880,0.417,222,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,0% - 10%,c00_infant_mortality,5517,0.634,19,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,10% - 20%,c00_infant_mortality,5516,1.015,30,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,20% - 30%,c00_infant_mortality,5516,0.906,38,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,30% - 40%,c00_infant_mortality,5516,0.78,48,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,40% - 50%,c00_infant_mortality,5516,0.707,59,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,50% - 60%,c00_infant_mortality,5516,0.544,71,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,60% - 70%,c00_infant_mortality,5516,0.544,85,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,70% - 80%,c00_infant_mortality,5516,0.58,103,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,80% - 90%,c00_infant_mortality,5516,0.381,130,Totaal,10
's-Gravenhage,Totaal,Totaal,Totaal,90% - 100%,c00_infant_mortality,5516,0.308,213,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,0% - 10%,c00_infant_mortality,4656,0.73,22,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,10% - 20%,c00_infant_mortality,4656,0.838,34,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,20% - 30%,c00_infant_mortality,4656,0.773,44,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,30% - 40%,c00_infant_mortality,4656,0.881,55,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,4656,0.558,67,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,4656,0.43,79,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,4655,0.687,93,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,4654,0.387,111,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,4654,0.387,137,Totaal,10
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,4654,0.344,222,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,0% - 10%,c00_infant_mortality,3586,0.586,17,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,10% - 20%,c00_infant_mortality,3586,1.032,27,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,20% - 30%,c00_infant_mortality,3586,0.892,33,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,30% - 40%,c00_infant_mortality,3586,0.892,39,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,40% - 50%,c00_infant_mortality,3586,0.781,47,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,50% - 60%,c00_infant_mortality,3586,0.837,57,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,60% - 70%,c00_infant_mortality,3584,0.725,69,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,70% - 80%,c00_infant_mortality,3584,0.53,84,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,80% - 90%,c00_infant_mortality,3584,0.474,108,Totaal,10
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,90% - 100%,c00_infant_mortality,3584,0.307,190,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,0% - 10%,c00_infant_mortality,6558,0.991,18,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,10% - 20%,c00_infant_mortality,6558,0.808,28,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,20% - 30%,c00_infant_mortality,6557,0.824,35,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,30% - 40%,c00_infant_mortality,6556,0.549,45,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,40% - 50%,c00_infant_mortality,6556,0.747,56,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,50% - 60%,c00_infant_mortality,6556,0.595,67,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,60% - 70%,c00_infant_mortality,6556,0.763,80,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,70% - 80%,c00_infant_mortality,6556,0.671,96,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,80% - 90%,c00_infant_mortality,6556,0.625,119,Totaal,10
Rotterdam,Totaal,Totaal,Totaal,90% - 100%,c00_infant_mortality,6556,0.397,189,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,0% - 10%,c00_infant_mortality,5147,0.855,22,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,10% - 20%,c00_infant_mortality,5146,0.738,34,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,20% - 30%,c00_infant_mortality,5146,0.544,45,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,30% - 40%,c00_infant_mortality,5146,0.7,56,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,5146,0.544,67,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,5146,0.816,77,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,5146,0.68,90,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,5146,0.738,105,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,5146,0.408,128,Totaal,10
Rotterdam,Totaal,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,5146,0.33,200,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,0% - 10%,c00_infant_mortality,4296,0.908,16,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,10% - 20%,c00_infant_mortality,4296,1.047,26,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,20% - 30%,c00_infant_mortality,4296,0.861,30,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,30% - 40%,c00_infant_mortality,4296,0.885,36,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,40% - 50%,c00_infant_mortality,4296,0.535,45,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,50% - 60%,c00_infant_mortality,4296,0.954,54,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,60% - 70%,c00_infant_mortality,4296,0.628,65,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,70% - 80%,c00_infant_mortality,4296,0.698,78,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,80% - 90%,c00_infant_mortality,4296,0.815,97,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,90% - 100%,c00_infant_mortality,4294,0.605,157,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,0% - 10%,c00_infant_mortality,3152,0.888,20,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,10% - 20%,c00_infant_mortality,3152,0.857,30,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,20% - 30%,c00_infant_mortality,3152,0.635,37,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,30% - 40%,c00_infant_mortality,3152,0.476,46,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,40% - 50%,c00_infant_mortality,3152,1.015,55,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,50% - 60%,c00_infant_mortality,3152,0.444,64,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,60% - 70%,c00_infant_mortality,3152,0.857,74,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,70% - 80%,c00_infant_mortality,3152,0.761,87,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,80% - 90%,c00_infant_mortality,3152,0.666,107,Totaal,10
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,90% - 100%,c00_infant_mortality,3152,0.603,169,Totaal,10
Rotterdam,Mannen,Totaal,Totaal,0% - 10%,c00_infant_mortality,3376,1.155,18,Totaal,10
